instance,rohanrajpal/bert-base-codemixed-uncased-sentiment,Sangramsing/whisper-large,michaellee8/wisper-base-jwt,Geotrend/bert-base-15lang-cased,lesliejd/jt-whisper,racheltong/whisper-tiny,nbroad/mt5-base-qgen,AbhirupGhosh/opus-mt-finetuned-en-hi,S-Fry/large,Helsinki-NLP/opus-mt-iir-en,damerajee/hindi-english,nbroad/mt5-small-qgen,Varosa/mbart-many-to-many,aditii09/whisper_eng_asr,bitextor/bicleaner-ai-full-en-hi,patrol90/whisper-large,Helsinki-NLP/opus-mt-en-inc,setu4993/LEALLA-base,Areeb123/En-Hi_Translation_Model,rohanrajpal/bert-base-multilingual-codemixed-cased-sentiment,monsoon-nlp/muril-adapted-local,Evan-Lin/whisper-large-v1-tw,defining/maggle,rohanrajpal/bert-base-en-hi-codemix-cased
#Cricket News 6 Saal Team Ki Qeyadat Karna Mare Liye Izaz Hai Ab Kisi Our Ko Aagay Aana Chahiye Sabiq Captain AB De Villiers,38,45,45,38,45,45,36,48,45,65,48,36,39,45,39,45,48,34,48,38,38,45,45,38
"Haa... Jaha 99.9% log burey hain , vaha ish tarah v a66a bana ja sakta hai. Aur aisi jagah hai Politics.",39,41,41,39,41,41,38,50,41,64,50,38,36,41,36,41,47,37,50,39,36,41,41,39
Isaki wajah fake news hai ise roka na gaya desh ka manchitr kuchh aur hoga desh kuchh aur he jise bollywood aur journalist ko samajna padega,43,49,49,45,49,49,38,52,49,73,52,38,37,49,37,49,52,36,52,43,33,49,49,43
@bollywood_life kya hum bhi aasakte h,16,16,16,16,16,16,11,14,16,22,14,11,12,16,12,16,15,10,14,16,10,16,16,16
Doc is ko Nawaz fobia ho gaya aur PM MNS kay janay kay baad is ki apni politics khatum ho gai hai,31,34,34,32,34,34,29,43,34,56,43,29,27,34,27,34,38,27,43,31,28,34,34,31
achha fir to madam tumhe halala aur triple talaq ke facts aur fiction bhi pata honge ? Gude me dam hai to jara wo bhi bata do,40,48,48,40,48,48,38,46,48,60,46,38,36,48,36,48,45,33,46,40,35,48,48,40
"Spath ghrahan k manch taiyaar tha.... Aur pahuch gyi jail... This is what , we call #irony..",37,35,35,37,35,35,30,35,35,45,35,30,33,35,33,35,35,32,35,37,34,35,35,37
Haan sahi baat hai....  Mushaira jinko sunate h kumar sir woi log to atankwaadi hote h unko hi maar dena chahiye....#sarcasm #growup,52,52,52,52,52,52,43,56,52,67,56,43,47,52,47,52,56,47,56,52,45,52,52,52
Pehli baar ehsaas hua Ki BJP bhi Vote bnk ki politics krti hai.. Sach me aaj Mn Behad Dukhi hua.ydi icha-shakti hoti to Ye hinsa ni hoti,58,58,58,59,58,58,55,67,58,84,67,55,49,58,49,58,67,47,67,58,45,58,58,58
Peetal ki baaliyon mein beti biyaah di // woh baap kaam karta tha sone ki khaan mein !! #shair,36,37,37,36,37,37,28,46,37,50,46,28,30,37,30,37,42,28,46,36,31,37,37,36
"I m staunch cong supporter, rahulji jago aur socho bengal men khata nahi khula,aisi politics se guj bhi haar jayenge, jago jago jago",46,47,47,46,47,47,40,56,47,70,56,40,44,47,44,47,56,36,56,46,40,47,47,46
Abey chutiye tu isme bhi politics khoj raha Hai BC. Chote bachche maar rahe Hai na ki neta log.,35,35,35,34,35,35,29,39,35,51,39,29,29,35,29,35,39,28,39,35,25,35,35,35
Mujhe lagta ki Ravish ji ko politics m ana chahiye tabhi kuch hoga,23,26,26,22,26,26,19,24,26,35,24,19,18,26,18,26,23,20,24,23,16,26,26,23
Triple talaq ke wajah ke teri aurat bhi modi ko like karti hei,20,27,27,20,27,27,16,26,27,33,26,16,16,27,16,27,26,14,26,20,16,27,27,20
Triple talaq ko bilkul khatam kar Muslim behno ko rahat do modi Ji and yogiji,25,28,28,24,28,28,19,29,28,42,29,19,21,28,21,28,28,20,29,25,21,28,28,25
Pakistan Kyun chale nahin jate sorry triple talaq wahan bhi ban hai.,22,28,28,21,28,28,18,21,28,33,21,18,19,28,19,28,21,19,21,22,16,28,28,22
"Karachi: #Pakistan Cricket Team Ka Capton Sarfaraz Ahmed Baray Bhai Ka Hamrah Maweshi Mandi Pohanch Gaye, Qurbani Ka Janwar Kharid Liya,",47,50,50,42,50,50,40,51,50,64,51,40,40,50,40,50,41,38,51,47,40,50,50,47
Aur yeh dekh ke hila.phir apne aap ko thappad maar.bollywood Ka no.1 disaster star.phir bhi sharam nahi hai Tujhe gaandu? pic.twitter.com/lwvEiGw2NC,61,67,67,63,67,67,51,71,67,87,71,51,54,67,54,67,68,53,71,61,50,67,67,61
Jab todna tha tab to haar gaye. kreej ke bahar pair nikal gaya. ab kya bata rahe. itna phaaltu time nahi hai ki cricket dekhen bhaad me jaao,48,60,60,49,60,60,45,62,60,77,62,45,43,60,43,60,62,42,62,48,40,60,60,48
Aur aapki hindi ki wajah se bahut logo ko cricket samajh aane laga...,23,26,26,23,26,26,19,28,26,38,28,19,18,26,18,26,26,20,28,23,18,26,26,23
Ye sab ek politics k liye tha bhai na mai kal uska fan tha or na aaj hu or na kal rahunga,30,31,31,31,31,31,27,35,31,43,35,27,26,31,26,31,36,26,35,30,24,31,31,30
Jitni mushkil cricket wapis Pakistan mey laana tha uss sey bht zyada mushkil karachi mey laana hai. Karachi walo sabar karo,41,44,44,39,44,44,38,48,44,62,48,38,37,44,37,44,48,34,48,41,30,44,44,41
Kya rajniti hai congress ki batane ke liye kuch nahi bacha negetive politics des batne ki mat karo,30,31,31,30,31,31,26,36,31,49,36,26,26,31,26,31,34,23,36,30,24,31,31,30
#SakshiTanwar's ganesh darshan at  andheri cha Raja  . #SakshiTanwar #Tanwar #Mumbai #TyohaarKiThaali #Bollywood #KTBM pic.twitter.com/zqrPmN56Ry,62,72,72,66,72,72,52,76,72,90,76,52,60,72,60,72,71,58,76,62,56,72,72,62
#Gorakhpur #muzzafarnagar #chhattisgarh  inko chhupane ke liye ek #triple #talaq hi kafee hai,36,43,43,36,43,43,33,44,43,52,44,33,33,43,33,43,42,31,44,36,25,43,43,36
Sir Triple talaq ke baad ab Hindu working womens ko bhi unka haq dilaye aur unhe unke ghar pariwar se door na kare plz soche is tarah bhi pl,46,50,50,45,50,50,41,52,50,76,52,41,39,50,39,50,52,39,52,46,35,50,50,46
#ViruPanti @virendersehwag @cricketaakash DHONI or ANHONI kabhi bhi cricket match ka rukh badal sakte hain,34,45,45,36,45,45,33,44,45,65,44,33,34,45,34,45,45,32,44,34,30,45,45,34
le chalo sabko Kedaarnath..kam se kam Prabhu ke darshan to honge...arey kab samjhogey Politics kisi ki nahi.,41,40,40,41,40,40,36,49,40,55,49,36,36,40,36,40,46,37,49,41,31,40,40,41
#AchheDin aa to gae hai par kohre ki wajah se dikh nhi rhe shyd  #Modi #ModiBhakts #height #sarcasm #india #pm #NewYearWithGoeventz,50,59,59,55,59,59,50,66,59,77,66,50,51,59,51,59,60,48,66,50,52,59,59,50
Chinta q karte ho Mandir toh wahi banega... Triple talaq pe toh aapki bolti band thi aap UCC pe aagye,37,43,43,37,43,43,31,42,43,55,42,31,32,43,32,43,39,30,42,37,33,43,43,37
Maulana Sahab bari Mushkil say koi acha kaptaan Mila tha.. cricket khail lainay do... isko pic.twitter.com/eF1mKIrhxL,48,46,46,50,46,46,40,52,46,65,52,40,40,46,40,46,50,41,52,48,43,46,46,48
Cricket News Fast Bowler Rumman Raees Aaj Zindagi Ki Nai Inning Shuru Kar Rahe Hain Rumman Raees Aaj Dulhaniya Ghar Layenge _ #Zaheer_Rajper,44,51,51,46,51,51,46,58,51,71,58,46,44,51,44,51,56,42,58,44,45,51,51,44
Ise kahte hain vikas. Pehle khaana bhi nahin milta tha ab seedhe chinese cuisine serve ho raha hain. #sarcasm,35,41,41,36,41,41,33,44,41,59,44,33,33,41,33,41,44,30,44,35,31,41,41,35
Cricket ka taaluq crowds se hai jo ham ne kal dekh liya. Lahoriyon ki aawaz hi nahi nikal rahi thi koi jazba hi nahi tha. Lahoris=Boring log,48,56,56,50,56,56,42,62,56,76,62,42,41,56,41,56,56,40,62,48,42,56,56,48
"Knowledge toh pehle muze Triple Talaq ke bareme bhi nahi tha.. Jo galat hai, woh galat hai..",31,36,36,31,36,36,27,38,36,49,38,27,28,36,28,36,39,27,38,31,27,36,36,31
Cricket News: South Africa K 5 Khilari Aa Rahe Hain. Aaj Wo Din Aa Gaya Hai Jis Ka Sub Intazaar Kar Rahe The. Najam Setthi,37,44,44,38,44,44,39,50,44,65,50,39,38,44,38,44,47,36,50,37,40,44,44,37
"Aaj kal og politics ho rhi h pehle to janta ko bi dekha jata tha,ab to kahawat such sabit ho rhi h  ""Apna kaam banta, bhaad me jaye janta""",50,58,58,50,58,58,45,59,58,73,59,45,47,58,47,58,60,46,59,50,40,58,58,50
Aise hi hai ji duniya. Sanjay singh UP pahuch gaye par 3 aur phir do logo ki delhi me gutter saaf karte hue. Politics hi to khel rahe hai,46,47,47,46,47,47,44,51,47,70,51,44,39,47,39,47,51,38,51,46,35,47,47,46
Abe chutiye..tere nazayes baap log alaah hu akbar krke blast n duniya bhar aatank macha rkhe h wo dikhta h kbhi? Triple talaq pe bol ? Pig,54,56,56,52,56,56,50,64,56,77,64,50,48,56,48,56,62,44,64,54,42,56,56,54
aabe suwwar yaha cricket ki baat ho rahi hai,15,16,16,15,16,16,15,18,16,23,18,15,14,16,14,16,17,12,18,15,12,16,16,15
Abey kuch bhi kaho per zardari politics mn tumhara baap hai jab jab ap ne un ki baat nhi mani nuqsan hi khaya hai,41,42,42,41,42,42,34,49,42,65,49,34,34,42,34,42,48,32,49,41,33,42,42,41
Nhi ye log apny lie ayeen change karty he ye konsa mulk k lie sochty he har koi apny lie aur apny families k lie politics me he sary chor he,44,44,44,44,44,44,40,51,44,71,51,40,41,44,41,44,52,36,51,44,41,44,44,44
Bollywood Gandu acche jokes maar raha hai ya koi uske liye yeh sab jokes koi aur bana raha hai?,34,32,32,32,32,32,27,39,32,54,39,27,25,32,25,32,40,24,39,34,23,32,32,34
@narendramodi sir hum general category ke baare mein bhi kuch soch lijiye vote humne bhi diye h aapko.. aap bhi aise ohhchi politics  pic.twitter.com/Xm43gHQKCh,62,60,60,64,60,60,48,66,60,88,66,48,51,60,51,60,62,48,66,62,47,60,60,62
Cricket ka bhagwan kitna bechara lag raha hai.... Is bhagwan aur iski team ke liye bhagwan se prarthna karo..,42,41,41,42,41,41,34,47,41,57,47,34,35,41,35,41,44,35,47,42,29,41,41,42
Aapko jarurat hai padne ki... Jyada.... Suprime court ne instant triple talaq ko ban kiya hai,32,34,34,32,34,34,23,35,34,47,35,23,25,34,25,34,32,29,35,32,30,34,34,32
"Ye chutiyon ke din ab ladd gaye...35A, 370 ke saath tumhari politics bhi khatam ho jayegi.",35,38,38,35,38,38,29,39,38,50,39,29,31,38,31,38,40,28,39,35,28,38,38,35
Lagta hai varun Dhawan se paise mil gaye iske liye ab tarif kar rahe ho sir aap se bada harami Bollywood me koi nahi hai,40,44,44,38,44,44,34,48,44,69,48,34,32,44,32,44,48,32,48,40,27,44,44,40
@klrahul11 jnaw #cricket ke ilava ye #game v achcha hai #hanging_hanging,26,29,29,26,29,29,24,32,29,37,32,24,27,29,27,29,34,23,32,26,25,29,29,26
Kahi kahi tuchiye aise bhi hai jo cricket me bhi aarakshan mangte hai.. Apne kabiliyat pe dam nahi esliye aarakshan ka sahara lete hai...,48,51,51,48,51,51,42,55,51,66,55,42,43,51,43,51,56,41,55,48,39,51,51,48
"#LoveJihadTapes. Is befuk mulla se pucho ki aurtho ki azadi kaun chintha hao triple talaq, burkha etc kya ye islamic azadi hai",45,53,53,48,53,53,38,56,53,75,56,38,40,53,40,53,52,41,56,45,43,53,53,45
Try tho karke dekh chutiye.. Agar voh akele tum logo ki nahi bhajiya na.. tho cricket dekhna band kar lungi.. *pinky promise*,45,51,51,46,51,51,39,54,51,66,54,39,39,51,39,51,51,38,54,45,40,51,51,45
Hayeeeee nahi nahi yah Tu hum sub ki jaan tha bul k cricket ki jaan tha this man is not (Pagal),31,35,35,32,35,35,27,37,35,51,37,27,28,35,28,35,36,25,37,31,28,35,35,31
Bharat mein bhi kuch karo Triple Talaq aur Halala ke liye.,19,22,22,19,22,22,15,23,22,26,23,15,15,22,15,22,20,14,23,19,14,22,22,19
mujhe Bollywood Stars ke naam na  sunaai dete hai na dikhaayi bas Ek Superstar ka naam sunaai deta hai S R K,36,41,41,33,41,41,30,40,41,50,40,30,29,41,29,41,43,28,40,36,26,41,41,36
"Bhai sahab sabko apni bhavishya ki chinta he. Aap apni dekho, Nithish jee apni dekh li. Waise ""Every thing is fair in love and politics"".",49,50,50,49,50,50,45,53,50,75,53,45,41,50,41,50,52,44,53,49,36,50,50,49
Ye khauf mujhe acha laga!  #RohitSharma #MikeHussey #Australia #Cricket #India #IndvAuspic.twitter.com/rORX5yR3dS,48,54,54,52,54,54,42,57,54,72,57,42,45,54,45,54,55,45,57,48,43,54,54,48
Yaha bhi to bahut se gunde hai politics mai,13,15,15,13,15,15,11,16,15,22,16,11,12,15,12,15,15,12,16,13,11,15,15,13
waqt aane par gadhe KO baap banana padta hai wali politics,20,19,19,20,19,19,16,22,19,35,22,16,16,19,16,19,21,15,22,20,15,19,19,20
"Pyaar #NonPoisonous RT @TheBigDowg: ""Zeher hai ki pyaar hai tera chumma?"" - Mr. Snake to Mrs. Snake.",42,43,43,42,43,43,39,46,43,58,46,39,37,43,37,43,43,39,46,42,40,43,43,42
wo log politics chalate hain apni. tabhi wo dogle.. i hope aap nahi chalana chahoge . aap behtar ho unse behtar hi raho. ek mat rkho hmesha,48,56,56,48,56,56,47,54,56,75,54,47,45,56,45,56,53,44,54,48,43,56,56,48
Bhai dar lagta hai ab kabadi se ..cricket me har jau wahi sahi hai yaha to pata vi nae chalta sala hara to hara kaise ..aur jita to jita kai,49,54,54,49,54,54,49,63,54,68,63,49,45,54,45,54,59,40,63,49,45,54,54,49
"#3SaalDeshBehal jab koi mudda na mile to triple talaq, gau  raksha, babri masjid jaise communal issues le aata hai desh ka dalal pm",42,53,53,46,53,53,41,50,53,74,50,41,40,53,40,53,48,38,50,42,36,53,53,42
Inhe apni pad aur rutbe ki padi hai bas.ise logo se kya ummed rakho ge jo Chara tak kha jaate hai.StillAlive b'se doing caste based politics,45,46,46,46,46,46,43,55,46,78,55,43,44,46,44,46,55,41,55,45,41,46,46,45
"Usme bhi politics desh ko barbad kiya usne, muslim hated thi uske sath esa hi hona tha",29,32,32,29,32,32,26,29,32,43,29,26,26,32,26,32,30,24,29,29,22,32,32,29
"haan, aap apne bete ko ek cricket bat deke Sachin bana denge. Kaam khatam  @sharathgow",31,33,33,32,33,33,28,35,33,42,35,28,28,33,28,33,34,26,35,31,24,33,33,31
@MamataOfficial sirf burkha pahenke namaz kya padhna? Kisi Katue se Nikaah kar ke suhaagraat bhi mana leti aur triple talaq bhi le lia hota,49,60,60,50,60,60,41,61,60,76,61,41,40,60,40,60,59,40,61,49,45,60,60,49
"#TripleTalaq  Millat Me Inteshar, Kamyab Hui Sarkar",18,23,23,18,23,23,17,22,23,24,22,17,16,23,16,23,20,16,22,18,17,23,23,18
Accha ?? Triple talaq ?? Kya hai aur mast Halala??? Kya hai ..duniya agge Nikhil gayi hai na ?? Taking big things is easy,43,41,41,44,41,41,38,54,41,67,54,38,35,41,35,41,53,40,54,43,37,41,41,43
#OneIndiaOneLaw Bolne wale phle One Allah ki Puja krni hogi aisa low lane k liye yaha to khichdi paki hy fake dharms ki #TripleTalaq,47,52,52,50,52,52,44,57,52,73,57,44,45,52,45,52,54,41,57,47,43,52,52,47
politics aap ki bas ki baat nahi hai,10,13,13,10,13,13,8,14,13,20,14,8,9,13,9,13,13,8,14,10,8,13,13,10
"#Doklam Chinese President  ""Kamino.....Tumhara triple talaq aur RamRahim ka topic khatam ho jaye tho meri dhamki pur bhi focus Karna """,46,54,54,45,54,54,35,47,54,69,47,35,38,54,38,54,46,40,47,46,42,54,54,46
Sir ji aap kaha gayab ho Gaye hai bollywood se pata nahi hai aajkal,23,25,25,23,25,25,19,27,25,39,27,19,19,25,19,25,28,17,27,23,17,25,25,23
Kam se kam admi ki value rahne do is politics me to kuchh to jayaj rakho...,26,28,28,27,28,28,21,29,28,42,29,21,24,28,24,28,27,24,29,26,25,28,28,26
Main sports ko politics mein involve nahi kar raha bhai aur terrorism ab bahut kam hai matlab abhi bhi hai na? Yeh cheez khatm karo pehle!,39,46,46,39,46,46,33,51,46,73,51,33,36,46,36,46,52,35,51,39,28,46,46,39
"Beef Janta Party bas beef aur antiromeo triple talaq,  dissent voice ko dabana aur gau terrorism karna bas yahi kaam reh gya hai @BJP4India",43,54,54,44,54,54,36,48,54,72,48,36,40,54,40,54,49,37,48,43,38,54,54,43
Triple talaq se bachane ke liye muslim ladkiyon ko muslim ladkonse shadihi nahi karni chahiye .............. #TripleTalaq,49,46,46,50,46,46,34,48,46,60,48,34,35,46,35,46,40,43,48,49,40,46,46,49
#Pakistan main #Cricket Jab k #India main Rona Dhona Jaari hai ...  #PAKvWXI #CricektKiHalalala #PAKvWorldXI #quaideazampic.twitter.com/W6pree2dI7,59,68,68,67,68,68,52,73,68,89,73,52,55,68,55,68,69,57,73,59,65,68,68,59
aa gayi khan aur roshan ki chamchi jab se in logo ki kali kartoote batayi hai Kangna ne baukhala gaye hai sare dogle Bollywood wale Bhadve,46,48,48,44,48,48,40,56,48,73,56,40,40,48,40,48,54,35,56,46,37,48,48,46
"Bhaijaan mahesh hi kyu , pura ka pura bollywood khali baitha hai yaar, sab flop hai , kaam dhund rahe hai , jise chahe le lo yaar",45,52,52,45,52,52,44,56,52,69,56,44,43,52,43,52,55,39,56,45,33,52,52,45
Sir hum too dubai main hain ab oor age bi ziyada hai par pakistan ka naam dunia email cricket main sooraj ki tara chamka den gay.,35,42,42,36,42,42,32,45,42,60,45,32,33,42,33,42,42,30,45,35,34,42,42,35
SC sirf triple talaq k sunwayi tak seemit rah gya hai kya?,22,27,27,21,27,27,17,24,27,34,24,17,20,27,20,27,24,18,24,22,17,27,27,22
#barelikibarfi bhi aa gyi. Thode time baad agra ka petha bhi aajyega. #Bollywood #moviesname @TheHonestCon @whisky_lactone,47,54,54,47,54,54,42,54,54,70,54,42,46,54,46,54,56,39,54,47,44,54,54,47
"Do lafzoon mein yeh, Bayaan na ho paye #6YrsOfBodyguard @BeingSalmanKhan @BollywoodGandu @bollywood_life @Bollyhungama @ETCBollywood",50,57,57,53,57,57,43,55,57,85,55,43,48,57,48,57,61,47,55,50,48,57,57,50
Harsha Bhogle khud kahta hai ke mene school aur university level taak cricket kheli thi,24,27,27,24,27,27,21,28,27,43,28,21,21,27,21,27,29,19,28,24,20,27,27,24
Inko triple talaq par kanoon  chahiye  ye jo bhid log ko mar  rahi  hai in par nahi,24,36,36,24,36,36,21,29,36,39,29,21,21,36,21,36,28,22,29,24,20,36,36,24
Maine wahin likha jo maine mehsoos kiya tha us waqt. itne ache se cricket samajh nahi ati thi bas India ko support karta tha/karta hun.,44,51,51,43,51,51,40,53,51,71,53,40,37,51,37,51,55,36,53,44,36,51,51,44
Thoda #TripleTalaq aur Burkha pe bhi bol do mahashay. Wahan kya aap ko selective amnesia ho jata hai?,35,39,39,36,39,39,30,41,39,53,41,30,32,39,32,39,40,30,41,35,32,39,39,35
@KailashOnline triple talaq se pehle 4 shadi band  karo !,17,27,27,18,27,27,16,21,27,30,21,16,17,27,17,27,19,16,21,17,14,27,27,17
Jab Sati or Baal Vivah jaisi kureeti se Dharam ka koi matlab nahi tha to #TripleTalaq jaisi kureeti Dharmik kaise ho sakti hai @KapilSibal,49,59,59,51,59,59,45,61,59,77,61,45,45,59,45,59,63,45,61,49,45,59,59,49
Koi apno ke liye jina chhod deta he.......toh koi jine ke liye apno ko chhod deta he........ #irony #life,50,39,39,50,39,39,34,48,39,56,48,34,33,39,33,39,48,42,48,50,46,39,39,50
#DekhLenge iss baar Aussie cricket k baare main bhi kuch janta Hain ya nahi pic.twitter.com/Oj75AY1nC6,41,43,43,46,43,43,36,51,43,60,51,36,37,43,37,43,46,34,51,41,35,43,43,41
@narendramodi #BlueWhale to yuhi badnaam hai !! #Desh me #kheti k naam pr hone waale #politics k chalte #kisaano ka marna yaha #AAM hai !!pic.twitter.com/5B5eHJCpMp,69,74,74,71,74,74,60,86,74,96,86,60,64,74,64,74,76,62,86,69,61,74,74,69
Jo insaan desh ke upar swaal kar sakta hai ki sugical strike nai hui proof do vo politics. K liye kuch bhi kar sakta hai....,41,40,40,41,40,40,37,52,40,61,52,37,36,40,36,40,51,35,52,41,35,40,40,41
itni politics toh politicians ne bhi nahi kari abhi tak... sagarika tujhko itna dard kyu hua???,35,37,37,35,37,37,23,37,37,50,37,23,27,37,27,37,39,29,37,35,29,37,37,35
Politics hai bhai...bachpana chodo Ramrajya sthapit karne ke liye kabhie Raavan bhi banna padta hai. Chanakya apna kaam karega aur aap apna!,50,54,54,49,54,54,42,60,54,72,60,42,40,54,40,54,59,43,60,50,39,54,54,50
Triple Talaq ke liye offer bhejti h,11,16,16,12,16,16,10,13,16,18,13,10,11,16,11,16,12,10,13,11,9,16,16,11
#BahubaliTejashwi sabse bada dhandha politics yah is pariwaar ne dikhaya pata nahi aise netao par lagaam lagane wala kanoon kab banega,43,50,50,45,50,50,38,56,50,69,56,38,40,50,40,50,53,36,56,43,35,50,50,43
Vote deny waly hi na sochen to kiya ho sakta hai is qoum ka.Nali solang ki politics hai gali paki kara do to log kutty ko bhi vote karty hen,44,50,50,45,50,50,41,57,50,70,57,41,41,50,41,50,53,39,57,44,40,50,50,44
Yup imran nazir kamal ka.hitter tha.....Mai.nay waisay hitter nahi dekha kabhi.......tabiyat kharab ho gai thi is liay cricket Chor di,54,54,54,53,54,54,41,55,54,68,55,41,39,54,39,54,54,46,55,54,48,54,54,54
"Arre bhaiya triple talaq toh dete hai, waise bhi log hai Jo bagair talaq hi biwi ko Ghar se baahar karte hai",38,47,47,37,47,47,33,46,47,58,46,33,31,47,31,47,44,31,46,38,30,47,47,38
"Abe aoni Ammi ka dhyan rakh, kahi abbu Triple Talaq na dedw aur koi halala ke naam pe teri ammi ka puncture na banade.",42,45,45,41,45,45,36,50,45,59,50,36,38,45,38,45,50,37,50,42,36,45,45,42
Sir Aap insan ke roop me baghwan ho. Aap jeisa nek dil insan poore cricket world me Nahi hai,27,30,30,28,30,30,27,37,30,50,37,27,26,30,26,30,38,27,37,27,29,30,30,27
Dimag he kya kya bol raha he kuch bhi koi  sense he kya ? virat kohli ki compare Na kar bhai thoda dimag laga cricket me,39,44,44,41,44,44,32,45,44,63,45,32,32,44,32,44,44,32,45,39,28,44,44,39
#KungFuPandya #Cheeku #Bahubali koi to aao  jaldi  #IndvsSL #INDvSL #Cricket #Kohli #dhoni #pandya,41,53,53,44,53,53,43,55,53,61,55,43,44,53,44,53,54,37,55,41,36,53,53,41
Bahenchod achha hai ki leave kar raha hai aur tu bakaiti kar raha hai ki Bollywood k wajah se nahi kar raha  abe agar koi star chahle togaya,43,53,53,41,53,53,38,58,53,76,58,38,35,53,35,53,58,34,58,43,39,53,53,43
"Sarkaar aaur Pvt log vi politics kaar ta hey, Yeh mujhey pasand nahi.",26,27,27,26,27,27,23,30,27,37,30,23,24,27,24,27,30,21,30,26,19,27,27,26
#TripleTalaq it's written in ramayan tht ram lalla was born in ayodhya so why not make a ram mandir in ayodhya...  2/2,42,45,45,43,45,45,41,45,45,63,45,41,38,45,38,45,46,41,45,42,36,45,45,42
Bollywood mai tumare naam ka Ek Ganna Hai. Usse Sunna aur Khush Rehana. Aur sab se Pehle padhai Khatam karna. Fir PM ko Nasihat Dena.,45,49,49,45,49,49,40,57,49,67,57,40,39,49,39,49,55,38,57,45,44,49,49,45
politics me ham thode kacche hain to kya huaa ... Dil ke hm sacche to hain na! kaafi hai...,33,36,36,33,36,36,27,36,36,43,36,27,29,36,29,36,37,30,36,33,32,36,36,33
TripleTalaq bura hai kyonki juda karta hai par jo sang jeena chahte hai unhe juda karne walon ko bhi to roko ~ NeelamKatara #HonourKillings,45,55,55,48,55,55,42,59,55,78,59,42,42,55,42,55,57,42,59,45,42,55,55,45
RAJINAAMA SL Cricket Aniyin Thodarchiyaana Tholvi Kuritthu Palveru Tharappilum Vimarsanam; Jayasuriya Thalamayilaana Therivu-Kulu Rajinaama.,49,57,57,50,57,57,47,62,57,75,62,47,48,57,48,57,58,45,62,49,51,57,57,49
Aur mere hisaab se 'Laxman Rekha' bhi 'Sita Mata' ka kya karti... Saare 'Raavan' toh Ghar ke Andar hi Baithe hai...!!!,50,50,50,50,50,50,41,53,50,61,53,41,38,50,38,50,52,44,53,50,41,50,50,50
Moodi Qasai Ne Bari Koshish Ki But Phir B Cricket Pakistan Aa Gayi Lakkh Dee Lanat Twade Te Namak Haramo #GandiUlaadNaMazaNaSawaad,44,49,49,49,49,49,44,58,49,70,58,44,44,49,44,49,52,46,58,44,51,49,49,44
"Babaji ka shikhaya Cricket, aaj Kohli ke kaam a raha hai. Babaji kehte the SHOT maar SHOT pe SHOT.. Gufao mein aa , gunah kar le #IndvsSL",47,52,52,49,52,52,52,70,52,77,70,52,49,52,49,52,69,45,70,47,46,52,52,47
Tumhre papa ke mama kya mental hospital me rahte ha ...!!  Are unko ilaaz karao jyada politics ki baat puchogi toh aur pagal ho jayenge.,45,48,48,46,48,48,35,51,48,73,51,35,38,48,38,48,51,39,51,45,42,48,48,45
@narendramodi ji or ek bath America politics khel ne main bahut mahir he isliye Russia k Saath pahele jaise frienship  hona chahiye,44,43,43,41,43,43,36,44,43,68,44,36,35,43,35,43,42,34,44,44,29,43,43,44
"sir aap to congress rule me hrr baat par politics krne lgte the. ab kya ho gya, 30 bachcho ki maut hui hai kon zimmedar hai",42,47,47,42,47,47,38,48,47,65,48,38,38,47,38,47,48,35,48,42,36,47,47,42
"CWG is like..ram jee kee bakree ram jee kee khet , kha le bakree bhar bhar pate(stomach)..#irony",43,42,42,43,42,42,39,46,42,51,46,39,41,42,41,42,45,33,46,43,33,42,42,43
Desh ke suar budhijivi aur bollywood ke bhand chup kyu hai? Madarchodo porkis ko Bharat aane pe to bahut bawal machahaya tha.,45,46,46,44,46,46,40,50,46,66,50,40,39,46,39,46,51,38,50,45,36,46,46,45
